sider_stitch_flat_id,sider_drug_name,sider_pubchem_cid,sider_inchi_key,atc_codes,unique_side_effect_count,nearest_query_id,nearest_query_name,nearest_query_class,nearest_query_tanimoto,similarity_band
CID100003384,fluorometholone,3384,FAOZLTXFLGPHNG-UHFFFAOYSA-N,C05AA06; D07AB06; D07XB04; D10AA01; S01BA07; S01CB05,37,CHEMBL1802814,CHEMBL1802814,network_candidate,0.1092436974789916,structurally_distant_under_this_fingerprint
CID100134780,pomalidomide,134780,UVSMNLNDYGZFPF-UHFFFAOYSA-N,,105,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1092436974789916,structurally_distant_under_this_fingerprint
CID100003467,gentamicin,3467,CEAZRRDELHUEMR-UHFFFAOYSA-N,D06AX07; J01GB03; S01AA11; S02AA14; S03AA06,74,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10909090909090909,structurally_distant_under_this_fingerprint
CID100003062,digoxin,3062,LTMHDMANZUZIPE-UHFFFAOYSA-N,C01AA05,57,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10884353741496598,structurally_distant_under_this_fingerprint
CID100002163,amobarbital,2163,VIROVYVQCGLCII-UHFFFAOYSA-M,N05CA02,40,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10869565217391304,structurally_distant_under_this_fingerprint
CID100002756,cimetidine,2756,AQIXAKUUQRKLND-UHFFFAOYSA-N,A02BA01,64,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10869565217391304,structurally_distant_under_this_fingerprint
CID151601240,demeclocycline,51601240,HXPZLYXFFSKHJA-SEYHBJAFSA-N,D06AA01; J01AA01,46,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10869565217391304,structurally_distant_under_this_fingerprint
CID100125017,desvenlafaxine,125017,KYYIDSXMWOZKMP-UHFFFAOYSA-N,N06AX23,107,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10869565217391304,structurally_distant_under_this_fingerprint
CID103080904,Estrofem,3080904,YUSCRGFYKCAQHE-HQFNMCNFSA-N,,68,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10852713178294573,structurally_distant_under_this_fingerprint
CID100003015,cyproterone,3015,DUSHUSLJJMDGTE-UHFFFAOYSA-N,G03HA01,95,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10852713178294573,structurally_distant_under_this_fingerprint
CID100004649,APAs,4649,WUBBRNOQWQTFEX-UHFFFAOYSA-N,J04AA01; J04AA02,50,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10843373493975904,structurally_distant_under_this_fingerprint
CID100002370,bethanechol,2370,NZUPCNDJBJXXRF-UHFFFAOYSA-O,N07AB02,23,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10843373493975904,structurally_distant_under_this_fingerprint
CID100091488,fluocinolone,91488,UUOUOERPONYGOS-CLCRDYEYSA-N,,11,CHEMBL1802814,CHEMBL1802814,network_candidate,0.10833333333333334,structurally_distant_under_this_fingerprint
CID100003000,desoximetasone,3000,VWVSBHGCDBMOOT-UHFFFAOYSA-N,D07AC03; D07XC02,28,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10810810810810811,structurally_distant_under_this_fingerprint
CID100004411,nadolol,4411,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,C07AA12,88,CHEMBL1802814,CHEMBL1802814,network_candidate,0.10810810810810811,structurally_distant_under_this_fingerprint
CID100003379,flunisolide,3379,XSFJVAJPIHIPKU-UHFFFAOYSA-N,R01AD04; R03BA03,114,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1079136690647482,structurally_distant_under_this_fingerprint
CID100003381,fluocinolone,3381,FEBLZLNTKCEFIT-UHFFFAOYSA-N,C05AA10; D07AC04; S01BA15; S02BA08,123,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.1079136690647482,structurally_distant_under_this_fingerprint
CID105493381,deferasirox,5493381,FMSOAWSKCWYLBB-VBGLAJCLSA-N,V03AC03,103,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10784313725490197,structurally_distant_under_this_fingerprint
CID100150311,ezetimibe,150311,OLNTVTPDXPETLC-XPWALMASSA-N,C10AX09,114,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10784313725490197,structurally_distant_under_this_fingerprint
CID100005530,tranylcypromine,5530,AELCINSCMGFISI-UHFFFAOYSA-N,N06AF04,71,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10784313725490197,structurally_distant_under_this_fingerprint
CID100004196,mifepristone,4196,VKHAHZOOUSRJNA-UHFFFAOYSA-N,G03XB01,84,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.10759493670886076,structurally_distant_under_this_fingerprint
CID109966051,Lu,9966051,YQNWZWMKLDQSAC-UHFFFAOYSA-N,,38,CHEMBL3752910,CHEMBL3752910,network_candidate,0.10752688172043011,structurally_distant_under_this_fingerprint
CID100002708,chlorambucil,2708,JCKYGMPEJWAADB-UHFFFAOYSA-N,L01AA02,75,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10752688172043011,structurally_distant_under_this_fingerprint
CID100001546,cladribine,1546,PTOAARAWEBMLNO-UHFFFAOYSA-N,L01BB04,175,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10752688172043011,structurally_distant_under_this_fingerprint
CID100158786,pegaptanib,158786,USXHAXIQRPGYFX-KRWDZBQOSA-N,,61,CHEMBL1802814,CHEMBL1802814,network_candidate,0.10714285714285714,structurally_distant_under_this_fingerprint
CID156603655,pegaptanib,56603655,WLCZTRVUXYALDD-IBGZPJMESA-N,S01LA03,132,CHEMBL1802814,CHEMBL1802814,network_candidate,0.10714285714285714,structurally_distant_under_this_fingerprint
CID100005578,trimethoprim,5578,IEDVJHCEMCRBQM-UHFFFAOYSA-N,J01EA01,94,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10714285714285714,structurally_distant_under_this_fingerprint
CID100002366,betahistine,2366,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,N07CA01,40,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10666666666666667,structurally_distant_under_this_fingerprint
CID100003003,dexamethasone,3003,UREBDLICKHMUKA-UHFFFAOYSA-N,A01AC02; A07EA04; C05AA05; C05AA09; D07AB19; D07AC01; D07XB05; D07XC01; D10AA03; H02AB01; H02AB02; R01AD03; R01AD06; R03BA04; S01BA01; S01BA06; S01CB01; S01CB04; S02BA06; S02BA07; S03BA01; S03BA03,219,CHEMBL1802814,CHEMBL1802814,network_candidate,0.10655737704918032,structurally_distant_under_this_fingerprint
CID100003269,estriol,3269,PROQIPRRNZUXQM-UHFFFAOYSA-N,G03CA04; G03CC06,26,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10655737704918032,structurally_distant_under_this_fingerprint
CID100003375,flumethasone,3375,WXURHACBFYSXBI-UHFFFAOYSA-N,D07AB03; D07AC10; D07XB01,11,CHEMBL1802814,CHEMBL1802814,network_candidate,0.10655737704918032,structurally_distant_under_this_fingerprint
CID100054313,iloprost,54313,HIFJCPQKFCZDDL-NYBPDPFASA-N,B01AC11,60,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10619469026548672,structurally_distant_under_this_fingerprint
CID100123015,SU5416,123015,WUWDLXZGHZSWQZ-UHFFFAOYSA-N,B02BX04,164,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10588235294117647,structurally_distant_under_this_fingerprint
CID100069512,malvidin,69512,KQIKOUUKQBTQBE-UHFFFAOYSA-N,,59,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10588235294117647,structurally_distant_under_this_fingerprint
CID100001775,phenytoin,1775,CXOFVDLJLONNDW-UHFFFAOYSA-N,N03AB02,273,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10588235294117647,structurally_distant_under_this_fingerprint
CID100068740,zoledronic,68740,XRASPMIURGNCCH-UHFFFAOYSA-N,M05BA08,204,CHEMBL3752910,CHEMBL3752910,network_candidate,0.10588235294117647,structurally_distant_under_this_fingerprint
CID100002487,butorphanol,2487,IFKLAQQSCNILHL-UHFFFAOYSA-N,N02AF01,116,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10576923076923077,structurally_distant_under_this_fingerprint
CID100003598,hexachlorophene,3598,ACGUYXCXAPNIKK-UHFFFAOYSA-N,D08AE01,3,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10576923076923077,structurally_distant_under_this_fingerprint
CID100054840,atomoxetine,54840,LUCXVPAZUDVVBT-UNTBIKODSA-N,N06BA09,157,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10526315789473684,structurally_distant_under_this_fingerprint
CID100016850,fluorescein,16850,GNBHRKFJIUUOQI-UHFFFAOYSA-N,S01JA01,85,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10526315789473684,structurally_distant_under_this_fingerprint
CID100004211,mitotane,4211,JWBOIMRXGHLCPP-UHFFFAOYSA-N,L01XX23,103,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10526315789473684,structurally_distant_under_this_fingerprint
CID100002083,salbutamol,2083,NDAUXUAQIAJITI-UHFFFAOYSA-N,R03AC02; R03CC02,183,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10526315789473684,structurally_distant_under_this_fingerprint
CID100153941,entecavir,153941,QDGZDCVAUDNJFG-FXQIFTODSA-N,J05AF10,59,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10476190476190476,structurally_distant_under_this_fingerprint
CID100000160,prostaglandin,160,PXGPLTODNUVGFL-UHFFFAOYSA-N,G02AD01,24,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10476190476190476,structurally_distant_under_this_fingerprint
CID100005078,rizatriptan,5078,ULFRLSNUDGIQQP-UHFFFAOYSA-N,N02CC04,157,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10476190476190476,structurally_distant_under_this_fingerprint
CID100005470,tibolone,5470,WZDGZWOAQTVYBX-UHFFFAOYSA-N,G03CX01,51,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10476190476190476,structurally_distant_under_this_fingerprint
CID100002803,clonidine,2803,GJSURZIOUXUGAL-UHFFFAOYSA-N,C02AC01; N02CX02; S01EA04,167,CHEMBL3752910,CHEMBL3752910,network_candidate,0.10465116279069768,structurally_distant_under_this_fingerprint
CID100006726,cyclizine,6726,UVKZSORBKUEBAZ-UHFFFAOYSA-N,R06AE03,54,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10465116279069768,structurally_distant_under_this_fingerprint
CID100000951,norepinephrine,951,SFLSHLFXELFNJZ-UHFFFAOYSA-N,C01CA03,18,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10465116279069768,structurally_distant_under_this_fingerprint
CID109815559,trans,9815559,XRZWVSXEDRYQGC-ZJUUUORDSA-N,B01AD01,49,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10465116279069768,structurally_distant_under_this_fingerprint
CID100004422,nalmefene,4422,WJBLNOPPDWQMCH-UHFFFAOYSA-N,,67,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.10457516339869281,structurally_distant_under_this_fingerprint
CID125880664,tetracycline,25880664,JYHCQVWYCGHXGP-NZGYDGLNSA-M,A01AB13; D06AA04; J01AA07; S01AA09; S02AA08; S03AA02,39,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10434782608695652,structurally_distant_under_this_fingerprint
CID100160036,MnDPDP,160036,BENFPBJLMUIGGD-UHFFFAOYSA-I,,27,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10416666666666667,structurally_distant_under_this_fingerprint
CID105462337,olsalazine,5462337,ULGVHUUBIHTFAM-LZYBPNLTSA-N,A07EC03,119,CHEMBL5653589,CHEMBL5653589,network_candidate,0.10416666666666667,structurally_distant_under_this_fingerprint
CID100004747,propericiazine,4747,LUALIOATIOESLM-UHFFFAOYSA-N,N05AC01,77,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10416666666666667,structurally_distant_under_this_fingerprint
CID100057537,rotigotine,57537,KFQYTPMOWPVWEJ-UHFFFAOYSA-N,N04BC09,118,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10377358490566038,structurally_distant_under_this_fingerprint
CID100003387,fluoxymesterone,3387,YLRFCQOZQXIBAB-UHFFFAOYSA-N,G03BA01,27,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.10344827586206896,structurally_distant_under_this_fingerprint
CID100027661,isosorbide-5-mononitrate,27661,YWXYYJSYQOXTPL-SLPGGIOYSA-N,C01DA14,214,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10344827586206896,structurally_distant_under_this_fingerprint
CID100004178,mexiletine,4178,VLPIATFUUWWMKC-UHFFFAOYSA-N,C01BB02,97,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10344827586206896,structurally_distant_under_this_fingerprint
CID100004264,mupirocin,4264,MINDHVHHQZYEEK-UHFFFAOYSA-N,D06AX09; R01AX06,42,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10344827586206896,structurally_distant_under_this_fingerprint
CID144134877,oxytetracycline,44134877,VANYVCHXDYVKSI-UHFFFAOYSA-L,D06AA03; G01AA07; J01AA06; S01AA04,28,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10344827586206896,structurally_distant_under_this_fingerprint
CID100039524,stiripentol,39524,IBLNKMRFIPWSOY-UHFFFAOYSA-N,N03AX17,31,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10344827586206896,structurally_distant_under_this_fingerprint
CID100002153,theophylline,2153,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,R03DA04,76,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10344827586206896,structurally_distant_under_this_fingerprint
CID106333887,auranofin,6333887,WIDYMGFHNKRNJY-UHFFFAOYSA-Q,M01CB03,46,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10309278350515463,structurally_distant_under_this_fingerprint
CID100003738,iotrolan,3738,XUHXFSYUBXNTHU-UHFFFAOYSA-N,V08AB06,79,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10309278350515463,structurally_distant_under_this_fingerprint
CID100005472,ticlopidine,5472,PHWBOXQYWZNQIN-UHFFFAOYSA-N,B01AC05,75,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10309278350515463,structurally_distant_under_this_fingerprint
CID104630253,alclometasone,4630253,FJXOGVLKCZQRDN-UHFFFAOYSA-N,D07AB10; S01BA10,12,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10294117647058823,structurally_distant_under_this_fingerprint
CID100123620,mometasone,123620,QLIIKPVHVRXHRI-KPZMXUCXSA-N,D07AC13; D07XC03; R01AD09; R03BA07,93,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10294117647058823,structurally_distant_under_this_fingerprint
CID100003777,isopropyl,3777,XXUPXHKCPIKWLR-UHFFFAOYSA-N,,42,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.102803738317757,structurally_distant_under_this_fingerprint
CID100002182,anagrelide,2182,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,L01XX35,165,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10256410256410256,structurally_distant_under_this_fingerprint
CID153477714,heparin,53477714,WKPUACLQLIIVJJ-RHKLHVFKSA-M,B01AB01; C05BA03; S01XA14,49,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.10256410256410256,structurally_distant_under_this_fingerprint
CID100004609,oxaliplatin,4609,DRMCATBEKSVAPL-UHFFFAOYSA-N,L01XA03,261,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10256410256410256,structurally_distant_under_this_fingerprint
CID100003100,diphenhydramine,3100,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,D04AA32; N04AB01; R06AA02,46,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10227272727272728,structurally_distant_under_this_fingerprint
CID124822371,florbetapir,24822371,YNDIAUKFXKEXSV-CRYLGTRXSA-N,,26,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10227272727272728,structurally_distant_under_this_fingerprint
CID100003517,icodextrin,3517,WDZVGELJXXEGPV-UHFFFAOYSA-N,,164,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10227272727272728,structurally_distant_under_this_fingerprint
CID100005300,streptozotocin,5300,ZSJLQEPLLKMAKR-UHFFFAOYSA-N,L01AD04,52,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.10218978102189781,structurally_distant_under_this_fingerprint
CID100004513,nizatidine,4513,SGXXNSQHWDMGGP-UHFFFAOYSA-N,A02BA04,69,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10204081632653061,structurally_distant_under_this_fingerprint
CID100002142,amikacin,2142,LKCWBDHBTVXHDL-UHFFFAOYSA-N,D06AX12; J01GB06; S01AA21,27,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.10191082802547771,structurally_distant_under_this_fingerprint
CID100222786,cortisone,222786,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,H02AB10; S01BA03,60,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10185185185185185,structurally_distant_under_this_fingerprint
CID100061799,monomethylfumarate,61799,NKHAVTQWNUWKEO-UHFFFAOYSA-N,,18,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10144927536231885,structurally_distant_under_this_fingerprint
CID100062924,fluticasone,62924,MGNNYOODZCAHBA-AZYZPMHWSA-N,D07AC17; R01AD08; R03BA05,187,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.10126582278481013,structurally_distant_under_this_fingerprint
CID100001798,methazolamide,1798,FLOSMHQXBMRNHR-UHFFFAOYSA-O,S01EC05,49,CHEMBL3752910,CHEMBL3752910,network_candidate,0.10112359550561797,structurally_distant_under_this_fingerprint
CID100051634,miglustat,51634,UQRORFVVSGFNRO-UTINFBMNSA-N,A16AX06,72,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10112359550561797,structurally_distant_under_this_fingerprint
CID100004436,naphazoline,4436,CNIIGCLFLJGOGP-UHFFFAOYSA-N,R01AA08; R01AB02; S01GA01,26,CHEMBL3752910,CHEMBL3752910,network_candidate,0.10112359550561797,structurally_distant_under_this_fingerprint
CID111593706,sevelamer,11593706,PADGNZFOVSZIKZ-UHFFFAOYSA-N,,20,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10112359550561797,structurally_distant_under_this_fingerprint
CID100005403,terbutaline,5403,XWTYSIMOBUGWOL-UHFFFAOYSA-N,R03AC03; R03CC03,28,CHEMBL1802815,CHEMBL1802815,network_candidate,0.10112359550561797,structurally_distant_under_this_fingerprint
CID100041774,acarbose,41774,XUFXOAAUWZOOIT-UGEKTDRHSA-N,A10BF01,40,CHEMBL1232461,MOLIBRESIB,network_candidate,0.10101010101010101,structurally_distant_under_this_fingerprint
CID100216326,lenalidomide,216326,GOTYRUGSSMKFNF-UHFFFAOYSA-N,L04AX04,462,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10101010101010101,structurally_distant_under_this_fingerprint
CID100009904,nandrolone,9904,NPAGDVCDWIYMMC-IZPLOLCNSA-N,A14AB01; S01XA11,25,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10101010101010101,structurally_distant_under_this_fingerprint
CID100000303,bile,303,BHQCQFFYRZLCQQ-UHFFFAOYSA-N,A05AA03,16,CHEMBL1802973,CHEMBL1802973,network_candidate,0.10091743119266056,structurally_distant_under_this_fingerprint
CID100005454,thiothixene,5454,GFBKORZTTCHDGY-UHFFFAOYSA-N,N05AF04,73,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.10091743119266056,structurally_distant_under_this_fingerprint
CID100005095,ropinirole,5095,UHSKFQJFRQCDBE-UHFFFAOYSA-N,N04BC04,607,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10084033613445378,structurally_distant_under_this_fingerprint
CID100040703,pinaverium,40703,IKGXLCMLVINENI-UHFFFAOYSA-M,A03AX04,12,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.10071942446043165,structurally_distant_under_this_fingerprint
CID100065840,colestimide,65840,DEMLYXMVPJAVFU-UHFFFAOYSA-N,,64,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1,structurally_distant_under_this_fingerprint
CID100040973,desogestrel,40973,RPLCPCMSCLEKRS-BPIQYHPVSA-N,G03AC09,44,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.1,structurally_distant_under_this_fingerprint
CID100003724,iodixanol,3724,NBQNWMBBSKPBAY-UHFFFAOYSA-N,V08AB09,138,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1,structurally_distant_under_this_fingerprint
CID100003730,iohexol,3730,NTHXOOBQLCIOLC-UHFFFAOYSA-N,V08AB02,91,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1,structurally_distant_under_this_fingerprint
CID100003878,lamotrigine,3878,PYZRQGJRPPTADH-UHFFFAOYSA-N,N03AX09,338,CHEMBL1232461,MOLIBRESIB,network_candidate,0.1,structurally_distant_under_this_fingerprint
CID100004160,methyltestosterone,4160,GCKMFJBGXUYNAG-UHFFFAOYSA-N,G03BA02; G03EK01,25,REF_DIDEMNIN_B,Didemnin B,reference_ligand,0.1,structurally_distant_under_this_fingerprint
CID100004989,pyrantel,4989,YSAUAVHXTIETRK-UHFFFAOYSA-N,P02CC01,14,CHEMBL3752910,CHEMBL3752910,network_candidate,0.1,structurally_distant_under_this_fingerprint
CID100005161,salsalate,5161,WVYADZUPLLSGPU-UHFFFAOYSA-N,N02BA06,20,CHEMBL1802815,CHEMBL1802815,network_candidate,0.1,structurally_distant_under_this_fingerprint
CID100004745,pergolide,4745,YEHCICAEULNIGD-UHFFFAOYSA-N,N04BC02,316,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.09923664122137404,structurally_distant_under_this_fingerprint
CID100040976,Implanon,40976,GCKFUYQCUCGESZ-KIIRVTSASA-N,G03AC08,125,CHEMBL1802973,CHEMBL1802973,network_candidate,0.0990990990990991,structurally_distant_under_this_fingerprint
CID100055466,Gd-DTPA,55466,LGMLJQFQKXPRGA-VPVMAENOSA-K,V08CA01,166,CHEMBL1802815,CHEMBL1802815,network_candidate,0.09900990099009901,structurally_distant_under_this_fingerprint
CID100003108,dipyridamole,3108,IZEKFCXSFNUWAM-UHFFFAOYSA-N,B01AC07,138,CHEMBL1802814,CHEMBL1802814,network_candidate,0.09900990099009901,structurally_distant_under_this_fingerprint
CID100003741,ioversol,3741,AMDBBAQNWSUWGN-UHFFFAOYSA-N,V08AB07,160,CHEMBL1802815,CHEMBL1802815,network_candidate,0.09900990099009901,structurally_distant_under_this_fingerprint
CID100003827,ketotifen,3827,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,R06AX17; S01GX08,42,CHEMBL1802815,CHEMBL1802815,network_candidate,0.09900990099009901,structurally_distant_under_this_fingerprint
CID100005402,terbinafine,5402,DOMXUEMWDBAQBQ-UHFFFAOYSA-N,D01AE15; D01BA02,130,CHEMBL1802815,CHEMBL1802815,network_candidate,0.09900990099009901,structurally_distant_under_this_fingerprint
CID100107969,FTY720,107969,SWZTYAVBMYWFGS-UHFFFAOYSA-N,,83,CHEMBL1802973,CHEMBL1802973,network_candidate,0.0989010989010989,structurally_distant_under_this_fingerprint
CID100016230,amiloride,16230,ACHKKGDWZVCSNH-UHFFFAOYSA-N,C03DB01,79,CHEMBL1802815,CHEMBL1802815,network_candidate,0.0989010989010989,structurally_distant_under_this_fingerprint
CID106102852,gadobutrol,6102852,ZPDFIIGFYAHNSK-CTHHTMFSSA-K,V08CA09,42,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.0989010989010989,structurally_distant_under_this_fingerprint
CID100122316,rasagiline,122316,RUOKEQAAGRXIBM-UHFFFAOYSA-N,N04BD02,264,CHEMBL1802973,CHEMBL1802973,network_candidate,0.0989010989010989,structurally_distant_under_this_fingerprint
CID100000401,D-cycloserine,401,DYDCUQKUCUHJBH-UHFFFAOYSA-N,J04AB01,23,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.09876543209876543,structurally_distant_under_this_fingerprint
CID100000450,estradiol,450,VOXZDWNPVJITMN-UHFFFAOYSA-N,G03CA03; L02AA02,377,REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,0.09836065573770492,structurally_distant_under_this_fingerprint
CID100148211,palonosetron,148211,CPZBLNMUGSZIPR-DOTOQJQBSA-N,A04AA05,121,CHEMBL1802814,CHEMBL1802814,network_candidate,0.09821428571428571,structurally_distant_under_this_fingerprint
CID100004920,progesterone,4920,RJKFOVLPORLFTN-UHFFFAOYSA-N,G03DA04,273,CHEMBL1802814,CHEMBL1802814,network_candidate,0.09821428571428571,structurally_distant_under_this_fingerprint
CID100002265,azathioprine,2265,LMEKQMALGUDUQG-UHFFFAOYSA-N,L04AX01,92,CHEMBL1802973,CHEMBL1802973,network_candidate,0.09803921568627451,structurally_distant_under_this_fingerprint
CID100002441,bromazepam,2441,VMIYHDSEFNYJSL-UHFFFAOYSA-N,N05BA08,62,CHEMBL1802815,CHEMBL1802815,network_candidate,0.09803921568627451,structurally_distant_under_this_fingerprint
CID100002551,carbachol,2551,VPJXQGSRWJZDOB-UHFFFAOYSA-O,N07AB01; S01EB02,24,CHEMBL1802814,CHEMBL1802814,network_candidate,0.09782608695652174,structurally_distant_under_this_fingerprint
CID100003696,imipramine,3696,BCGWQEUPMDMJNV-UHFFFAOYSA-N,N06AA02,147,CHEMBL1802815,CHEMBL1802815,network_candidate,0.09782608695652174,structurally_distant_under_this_fingerprint
CID100004543,nortriptyline,4543,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,N06AA10,129,CHEMBL1802815,CHEMBL1802815,network_candidate,0.09782608695652174,structurally_distant_under_this_fingerprint
CID100005526,tranexamic,5526,GYDJEQRTZSCIOI-UHFFFAOYSA-N,B02AA02,86,CHEMBL1802814,CHEMBL1802814,network_candidate,0.09782608695652174,structurally_distant_under_this_fingerprint
CID100002145,aminoglutethimide,2145,ROBVIMPUHSLWNV-UHFFFAOYSA-N,L02BG01,32,CHEMBL1802814,CHEMBL1802814,network_candidate,0.0970873786407767,structurally_distant_under_this_fingerprint
CID100002435,brimonidine,2435,XYLJNLCSTIOKRM-UHFFFAOYSA-N,S01EA05,139,CHEMBL5653589,CHEMBL5653589,network_candidate,0.0967741935483871,structurally_distant_under_this_fingerprint
CID100001993,methacholine,1993,NZWOPGCLSHLLPA-UHFFFAOYSA-N,,24,CHEMBL1802814,CHEMBL1802814,network_candidate,0.0967741935483871,structurally_distant_under_this_fingerprint
CID100005430,thiabendazole,5430,WJCNZQLZVWNLKY-UHFFFAOYSA-N,D01AC06; P02CA02,47,CHEMBL1802815,CHEMBL1802815,network_candidate,0.0967741935483871,structurally_distant_under_this_fingerprint
CID105251896,vildagliptin,5251896,SYOKIDBDQMKNDQ-UHFFFAOYSA-N,A10BH02,39,CHEMBL1802814,CHEMBL1802814,network_candidate,0.09649122807017543,structurally_distant_under_this_fingerprint
CID100003291,ethosuximide,3291,HAPOVYFOVVWLRS-UHFFFAOYSA-N,N03AD01,66,REF_TERNATIN_4,Ternatin-4,reference_ligand,0.0963855421686747,structurally_distant_under_this_fingerprint
CID100000738,glutamine,738,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,A16AA03,65,CHEMBL1802815,CHEMBL1802815,network_candidate,0.0963855421686747,structurally_distant_under_this_fingerprint
CID100004601,orphenadrine,4601,QVYRGXJJSLMXQH-UHFFFAOYSA-N,M03BC01; N04AB02,25,CHEMBL1232461,MOLIBRESIB,network_candidate,0.0963855421686747,structurally_distant_under_this_fingerprint
